127.0.0.1 - - [28/Apr/2025:10:29:30 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:37 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 200 38923
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:37 +0530] "GET /PurchaseOrder/purchaseorder.css HTTP/1.1" 200 8626
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:37 +0530] "GET /PurchaseOrder/favicon.ico HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:38 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:39 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:39 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:41 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:41 +0530] "GET /PurchaseOrder/purchaseorder.css HTTP/1.1" 200 8626
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:41 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 200 38923
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:41 +0530] "GET /PurchaseOrder/favicon.ico HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:42 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:43 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:40:46 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=3 HTTP/1.1" 500 33
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:49:41 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:49:41 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:01 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:01 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:03 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:03 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 200 38923
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:03 +0530] "GET /PurchaseOrder/purchaseorder.css HTTP/1.1" 200 8626
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:03 +0530] "GET /PurchaseOrder/favicon.ico HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:06 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:10 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=5 HTTP/1.1" 500 33
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:47 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:49 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:49 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:50 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:50 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14563
0:0:0:0:0:0:0:1 - - [28/Apr/2025:18:59:53 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=5 HTTP/1.1" 200 710
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:00:03 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue= HTTP/1.1" 200 2064
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:00:19 +0530] "GET /PurchaseOrder/searchPurchaseorder HTTP/1.1" 200 2064
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:00:22 +0530] "GET /PurchaseOrder/GeneratePurchaseorderDocumentNo HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:00 +0530] "POST /PurchaseOrder/InsertPurchaseorder HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:00 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1&confirmMsg=Added%20Successfully HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:07 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=5 HTTP/1.1" 200 710
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:16 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue= HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:32 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=1 HTTP/1.1" 200 1633
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:49 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue= HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:57 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=m HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:01:57 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=mu HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:02:00 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=vendorName&filterValue=mu HTTP/1.1" 200 1344
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:02:08 +0530] "GET /PurchaseOrder/searchPurchaseorder HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:02:21 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:02:27 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=6 HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:02:32 +0530] "GET /PurchaseOrder/searchPurchaseorder HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:03:05 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=1 HTTP/1.1" 200 1633
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:09:35 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:09:35 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:09:37 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:09:37 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:09:38 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:10:32 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=1 HTTP/1.1" 200 1633
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:10:38 +0530] "GET /PurchaseOrder/searchPurchaseorder HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:11:00 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:05 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:07 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=1 HTTP/1.1" 200 1633
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:12 +0530] "GET /PurchaseOrder/searchPurchaseorder HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:19 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:19 +0530] "GET /PurchaseOrder/purchaseorder.css HTTP/1.1" 200 8626
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:19 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 200 38959
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:19 +0530] "GET /PurchaseOrder/favicon.ico HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:22 +0530] "GET /PurchaseOrder/searchPurchaseorder?filterType=documentNo&filterValue=1 HTTP/1.1" 200 1633
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:24 +0530] "GET /PurchaseOrder/searchPurchaseorder HTTP/1.1" 200 2176
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:24 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14274
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:24 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:54 +0530] "POST /PurchaseOrder/UpdatePurchaseorder HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:54 +0530] "GET /PurchaseOrder/ViewPurchaseorder?page=1 HTTP/1.1" 200 14412
0:0:0:0:0:0:0:1 - - [28/Apr/2025:19:13:54 +0530] "GET /PurchaseOrder/purchaseorder.js HTTP/1.1" 304 -
